komentar;sentiment
lebih diperbanyak dengan praktikum bersama;normal
semoga sarana dan prasarana semakin diperhatikan kembali  agara waktu pembelajaran bisa nyaman dan terkendali;negatif
Saran saya perkuliahan ini dilakukan secara lebih santai dengan tugasnya  supaya mahasiswa lebih semangat meningkatkan perkuliahannya;positif
Menyediakan tempat sampah tiap kelas  spidol  remote ac selalu ada;normal
mungkin metode ini boleh diterapkan untuk kedepannya  karena cukup bagus untuk orang yang mungkin ga sekedar teori saja melainkan lebih suka praktik secara langsung sehingga memberikan pemahaman jelas pada matakuliah tersebut;positif
Saran saya lebih perhatikan lagi pada akses wifi yg sebenarnya sangat diperlukan mhs  ruang kelas juga seharusnya bersih utk meningkatkan kenyamanan perkuliahan ;positif
dari saya pribadi untuk mata kuliah ini mungkin pemilihan rps yang lebih inovatif  lalu cara pembelajaran yang lebih efisien tetapi dapat dipahami semua mahasiswa  lalu sistem kelompok yang tidak monoton;normal
Sebaiknya lebih dilengkapi lagi terkait sarana dan prasarananya sehingga kegiatan perkuliahan jadi lebih optimal;normal
Memberikan pengalaman berbeda untuk setiap mahasiswa untuk memberikan pengalaman yang berbeda ;positif
saran saya dalam tujuan meningkatkan perkuliahan ini bisa di tambah referensi materi yang lebih lengkap  spesifik dan materi materi yang lebih lengkap agar dalam penyampaian materi yang lebih baik dari sebelumnya;positif
Saran saya semoga perkuliahan ini kedepannya ditambahkan praktikumnya juga. Tidak hanya teori saja. Karena saat ini walaupun matkulnya sebenarnya hanya teori saja  tetap ada praktikumnya. Tetapi dari segi waktu jadi tidak cukup  sehingga kedepannya bisa ditambahkan mata kuliah praktikum untuk mata kuliah ini;normal
Saran saya akan lebih baik jika dosen mengajarkan dengan mudah agar mahasiswa dapat faham betul.;normal
Saran untuk perkuliahan ini lebih sering dilakukan dengan kerja kelompok agar kita mahasiswa dengan lebih mudah memahami tugas jika kita kesusahan ;normal
Ditambahkannya jam praktikum sehingga materi yang disampaikan dapat diimplementasikan secara langsung dengan panduan dosen yang mengajar. ;positif
saran saya semoga dalam perkuliahan tidak terlalu banyak dalam memberikan tugas;positif
Menurut saya untuk saran dan rekomendasi perkuliahan mungkin kebersihan yang harus dijaga terutama mahasiswa ;normal
Saran nya untuk meningkatkan pengalaman perkuliahan dimasa depan mungkin bisa lebih baik lagi dalam menerapkan metode diperkuliahan ini ;normal
saya berharap setiap ada kode pemrograman baik yang dipresentasikan mahasiswa ataupun dosen  dosen dapat memberikan penjelasan tambahan mengenai kode pemrograman tersebut;normal
Saran saya membuat project bersama sama;positif
Mungkin saran dari saya yakni terkait pelaksanaan proses mbkm agar kedepannya lebih transparan maksudnya sehari harus diberikan kabar terkait masuk tidaknya perkuliahan  namun akan lebih baik apabila berita tersebut juga diberikan materi pdf terkait materi pada perkuliahan di hari itu.;normal
Saya berharap mungkin untuk pembagian materi bisa dilakukan saat mata kuliah berjalan jadi mahasiswa bisa mempelajari lebih lanjut. ;normal
Jika ingin berandai andai  pinginnya disen memberikan materi belajar yang sesuai sengan tugas;positif
dimohon untuk setiap ada informasi dosen berhalangan hadir karena suatu hal dinas keluar kota bisa menyertakan materi pada hari itu juga guna dapat dibaca baca oleh mahasiwa dan ada pengganti waktu perkuliahan secara online jika ada waktunya;negatif
Mungkin untuk di mata kuliah ini harus ada praktikumnya  karena jujur untuk saya pribadi terkadang masih bingung karena tidak ada contohnya.;normal
Mungkin dari sisi dosen yang hanya mengajarkan teori lebih banyak daripada penjelasan praktik serta malah kebanyakan tugas praktik yang diberikan;normal
Mengurangi tugas dan menambah program mentoring;positif
Ketersediaan alat* praktikum  menjamin ketika praktikum 1mahasiswa memiliki alat praktikumnya sendiri ;positif
praktikum yang lebih ditingkatkan agar soft skill mahasiswa selalu diasah dan diketahui seberapa jauh untuk memastikan dirinya siap dengan dunia pekerjaan;normal
Matkul SISTER memerlukan tempat untuk melakukan praktek  sehingga lebih baik dipindahkan ke lab;positif
Jadwalnya harus memudahkan mahasiswa tidak lebih dari jam 4 sore karena pada waktu itu mahasiswa udah mulai capek dan ngantuk;positif
Saran untuk staf kampus maupun mahasiswa saling menjaga dan merawat sarana dan prasarana kampus. Sehingga kenyamanan akan selalu tercipta ;positif
Belajar di tempat terbuka atau di luar kampus mungkin memberikan keseruan tersendiri.;normal
Dalam perkuliahan ini yang perlu ditingkatkan adalah sumber refrensi yang banyak dan tutor yutube yang banyak agar lebih mudah dipahami;positif
Mungkin terkait jadwal lebih bisa diatur lagi  karena terdapat beberapa hari dimana hanya ada satu mata kuliah  dan hari lain penuh jadwal sampai sore. Hal yang seperti itu tidak seimbang  seharusnya diatur setiap harinya terdapat 2 atau 3 mata kuliah;normal
Saran agar kegiatan perkuliahan dilaksanakan sesuai yang tercantum pada RPS dan jadwal  jika berhalangan bisa diganti hari atau via daring  terimakasih.;positif
Untuk perkuliahan ini kalo bisa dimajukan sedikit jam nya agar tidak terlalu kesorean untuk pulangnya.;normal
Jika kelas dosen sedang tidak bisa hadir maka berikan video pembelajaran terkait materi/ tugas yang berkaitan agar jamnya tidak terbuang dengan sia-sia;positif
perlu ditambah dosen yang lebih spesifik dan fokus dalam beberapa mata kuliah;normal
Perkuliahan yang sesuai dengan jadwal  agar waktu selesainya perkuliahan tidak mundur;normal
saran saya jangan terlalu banyak libur nya pak sama dan kalo bisa jam matkul nya di majuin dikit;positif
Menurut saya di perkuliahan selanjutnya lebih baik tidak selalu sering libur atau di ganti di hari lain untuk tetep mengadakan perkuliahan tersebut ;normal
Aktif dalam kelas  berpartisipasi dalam diskusi  dan bertanya kepada dosen jika Anda memiliki pertanyaan. Ini membantu dalam pemahaman materi dan membangun hubungan dengan dosen.;positif
Untuk parkir mohon di benahi. Karena yang lain menurut saya sudah sudah sangat memadai.;normal
lebih ditingkatkan dari kekurangan yang di sebutkan diatas. ;positif
Mungkin saran yang dapat saya berikan untuk perkuliahan di masa mendatang yaitu dengan mengembangkan sarana dan prasarana yang dapat mendukung perkuliahan;normal
meningkatkan sarana dan prasana yang kurang memadai dan memberikan pengalaman studi yang baik ;normal
Lebih perhatikan di bagian fasilitas umum terutama ruang perkuliahan dan kamar mandi yang tentunya urgent dalam pelakasanaan pembelajaran  selain itu untuk dosen yang tidak kompeten mohon di ganti;normal
saran dan rekomendasi untuk meningkatkan pengalaman perkuliahan di masa depan mungkin untuk saat ini sudah sangat sangat baik  tidak terpikirkan untuk saran dan rekomendasi apa-apa;normal
 Sarannya  untuk perkuliahan kedepannya adalah lebih banyak menggunakan fasilitas alat alat yang sudah disediakan oleh prodi hehe;normal
Diberikan Materi yang sesuai kebutuhan mahasiswa dan berguna di dunia kerja atau bekal dikehidupan masa depan;positif
mengajar dengan mengajak musyawarah;positif
